Onalaska,953,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49140,"['Menomonie', 'Tomah', 'La Crosse Central', 'Holmen', 'La Crosse Logan', 'Sparta', 'DeForest', 'Chippewa Falls', 'Aquinas', 'Stoughton', 'Prairie du Chien', 'West Salem', 'Caledonia, MN', 'La Crosse Central', 'Eau Claire Memorial', 'Holmen', 'La Crosse Logan', 'Sparta', 'Arcadia', 'Aquinas', 'Rice Lake', 'Tomah', 'Rice Lake']","['44-50', '59-42', '30-40', '58-54', '36-42', '53-32', '48-61', '46-38', '30-44', '49-45', '48-45', '41-50', '44-53', '45-40', '33-60', '48-51', '55-41', '65-44', '67-30', '19-57', '39-32', '47-28', '62-50']","['L 44-50', 'W 59-42', 'L 30-40', 'W 58-54', 'L 36-42', 'W 53-32', 'L 48-61', 'W 46-38', 'L 30-44', 'W 49-45 (OT)', 'W 48-45', 'L 41-50', 'L 44-53', 'W 45-40', 'L 33-60', 'L 48-51', 'W 55-41', 'W 65-44', 'W 67-30', 'L 19-57', 'W 39-32', 'W 47-28', 'L 62-50']","['11/22/2022', '12/01/2022', '12/06/2022', '12/09/2022', '12/13/2022', '12/16/2022', '12/17/2022', '12/29/2022', '01/05/2023', '01/07/2023', '01/10/2023', '01/13/2023', '01/17/2023', '01/19/2023', '01/21/2023', '01/24/2023', '01/27/2023', '02/03/2023', '02/06/2023', '02/09/2023', '02/13/2023', '02/14/2023', '02/24/2023']"
Oregon,1252,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49141,"['Stoughton', 'Monona Grove', 'Kettle Moraine', 'Fort Atkinson', 'Milton', 'Monroe', 'Edgewood', 'McFarland', 'Hartford', 'DeForest', 'Mount Horeb', 'DeForest', 'Portage', 'Baraboo', 'Columbus', 'Reedsburg', 'Cuba City', 'Sauk Prairie', 'Monroe', 'Westosha Central', 'Edgewood', 'Mount Horeb', 'New Glarus', 'Reedsburg', 'Brookfield Central', 'Sun Prairie West', 'Brookfield East']","['64-34', '43-52', '48-71', '72-34', '75-29', '77-29', '52-53', '56-66', '65-59', '68-72', '56-37', '50-26', '62-11', '86-32', '70-44', '51-55', '53-47', '40-51', '68-17', '76-42', '68-41', '69-40', '65-72', '58-41', '68-54', '63-50', '57-27']","['W 64-34', 'L 43-52', 'L 48-71', 'W 72-34', 'W 75-29', 'W 77-29', 'L 52-53', 'L 56-66', 'W 65-59', 'L 68-72', 'W 56-37', 'W 50-26', 'W 62-11', 'W 86-32', 'W 70-44', 'L 51-55 (1OT)', 'W 53-47', 'L 40-51', 'W 68-17', 'W 76-42', 'W 68-41', 'W 69-40', 'L 65-72', 'W 58-41', 'W 68-54', 'W 63-50', 'L 57-27']","['11/18/2022', '11/22/2022', '11/26/2022', '12/02/2022', '12/06/2022', '12/10/2022', '12/15/2022', '12/17/2022', '12/28/2022', '12/29/2022', '01/06/2023', '01/13/2023', '01/17/2023', '01/19/2023', '01/21/2023', '01/24/2023', '01/26/2023', '01/28/2023', '02/02/2023', '02/04/2023', '02/07/2023', '02/10/2023', '02/13/2023', '02/18/2023', '02/24/2023', '02/25/2023', '03/02/2023']"
Pewaukee,839,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49142,"['Notre Dame', 'Kettle Moraine', 'Hartford', 'Germantown', 'New Berlin Eisenhower', 'West Allis Central', 'Greendale', 'Pius XI Catholic', 'Brookfield Central', 'Oak Creek', 'Wisconsin Lutheran', 'Milwaukee Lutheran', 'Milton', 'New Berlin West', 'Greendale', 'New Berlin Eisenhower', 'West Allis Central', 'Brookfield East', 'Pius XI Catholic', 'Wisconsin Lutheran', 'Milwaukee Lutheran', 'New Berlin West', 'Greenfield', 'Union Grove', 'Greendale', 'New Berlin Eisenhower', 'Martin Luther', 'Pius XI Catholic']","['68-67', '52-54', '65-46', '49-44', '40-31', '63-22', '72-47', '63-53', '74-41', '34-21', '91-46', '83-30', '77-35', '87-64', '80-31', '66-37', '93-36', '60-44', '62-47', '76-47', '87-33', '72-44', '85-40', '61-51', '81-40', '53-33', '67-31', '75-59']","['W 68-67', 'L 52-54', 'W 65-46', 'W 49-44', 'W 40-31', 'W 63-22', 'W 72-47', 'W 63-53', 'W 74-41', 'W 34-21', 'W 91-46', 'W 83-30', 'W 77-35', 'W 87-64', 'W 80-31', 'W 66-37', 'W 93-36', 'W 60-44', 'W 62-47', 'W 76-47', 'W 87-33', 'W 72-44', 'W 85-40', 'W 61-51', 'W 81-40', 'W 53-33', 'W 67-31', 'W 75-59']","['11/19/2022', '11/22/2022', '11/26/2022', '11/29/2022', '12/02/2022', '12/08/2022', '12/13/2022', '12/16/2022', '12/28/2022', '12/29/2022', '01/03/2023', '01/06/2023', '01/10/2023', '01/13/2023', '01/20/2023', '01/24/2023', '01/27/2023', '01/28/2023', '01/31/2023', '02/03/2023', '02/07/2023', '02/09/2023', '02/15/2023', '02/18/2023', '02/24/2023', '02/25/2023', '03/02/2023', '03/04/2023']"
Pius XI Catholic,701,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49143,"['The Prairie School', 'Muskego', 'Edgewood', 'West Bend East', 'Greenfield', 'Wisconsin Lutheran', 'West Allis Central', 'Pewaukee', 'Kettle Moraine Lutheran', 'Xavier', 'Watertown', 'New Berlin West', 'Greendale', 'New Berlin Eisenhower', 'West Allis Central', 'Greenfield', 'Wisconsin Lutheran', 'Hamilton', 'Pewaukee', 'New Berlin West', 'Greendale', 'New Berlin Eisenhower', 'Shorewood', 'Oak Creek', 'Milwaukee Washington/Fuller Collegiate', 'Shorewood', 'Wauwatosa East', 'Pewaukee']","['69-60', '49-21', '65-41', '70-44', '59-27', '51-56', '86-27', '53-63', '56-48', '71-49', '48-35', '58-42', '62-46', '46-40', '93-38', '54-40', '60-47', '66-39', '47-62', '52-48', '68-29', '51-44', '72-57', '57-30', '75-20', '69-45', '59-41', '75-59']","['W 69-60', 'W 49-21', 'W 65-41', 'W 70-44', 'W 59-27', 'L 51-56', 'W 86-27', 'L 53-63', 'W 56-48', 'W 71-49', 'W 48-35', 'W 58-42', 'W 62-46', 'W 46-40', 'W 93-38', 'W 54-40', 'W 60-47', 'W 66-39', 'L 47-62', 'W 52-48 (OT)', 'W 68-29', 'W 51-44', 'W 72-57', 'W 57-30', 'W 75-20', 'W 69-45', 'W 59-41', 'L 75-59']","['11/18/2022', '11/25/2022', '11/26/2022', '11/29/2022', '12/02/2022', '12/08/2022', '12/13/2022', '12/16/2022', '12/20/2022', '12/27/2022', '12/29/2022', '01/03/2023', '01/06/2023', '01/13/2023', '01/20/2023', '01/24/2023', '01/26/2023', '01/28/2023', '01/31/2023', '02/03/2023', '02/07/2023', '02/09/2023', '02/15/2023', '02/18/2023', '02/24/2023', '02/25/2023', '03/02/2023', '03/04/2023']"
Plymouth,739,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49144,"['New Holstein', 'Sheboygan North', 'Valders', 'Sheboygan Falls', 'Waupun', 'Berlin', 'Kettle Moraine Lutheran', 'Sheboygan South', 'West De Pere', 'Cedarburg', 'Milwaukee King', 'Kiel', 'Omro', 'Valders', 'Kewaskum', 'Waupun', 'Winneconne', 'Roncalli', 'Kettle Moraine Lutheran', 'Berlin', 'Ripon', 'Winneconne', 'Ripon', 'Kewaskum', 'Seymour', 'Notre Dame']","['58-72', '55-64', '60-48', '31-53', '35-57', '52-49', '41-70', '52-48', '41-61', '23-70', '34-49', '44-38', '47-35', '45-51', '30-55', '40-48', '47-53', '54-38', '37-46', '40-39', '57-64', '27-47', '48-35', '36-48', '47-31', '94-19']","['L 58-72', 'L 55-64', 'W 60-48', 'L 31-53', 'L 35-57', 'W 52-49', 'L 41-70', 'W 52-48 (1OT)', 'L 41-61', 'L 23-70', 'L 34-49', 'W 44-38', 'W 47-35', 'L 45-51', 'L 30-55', 'L 40-48', 'L 47-53', 'W 54-38', 'L 37-46', 'W 40-39', 'L 57-64', 'L 27-47', 'W 48-35', 'L 36-48', 'W 47-31', 'L 94-19']","['11/15/2022', '11/17/2022', '11/22/2022', '11/26/2022', '11/29/2022', '12/01/2022', '12/06/2022', '12/10/2022', '12/13/2022', '12/16/2022', '12/17/2022', '12/20/2022', '12/29/2022', '12/30/2022', '01/05/2023', '01/13/2023', '01/17/2023', '01/24/2023', '01/27/2023', '01/30/2023', '02/07/2023', '02/10/2023', '02/13/2023', '02/16/2023', '02/21/2023', '02/24/2023']"
Port Washington,825,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49145,"['Sheboygan South', 'Milwaukee Excellence Charter School', 'West Bend East', 'Grafton', 'Slinger', 'Cedarburg', 'Homestead', 'Whitefish Bay', 'Milwaukee Lutheran', 'Wauwatosa East', 'Ozaukee', 'Hartford', 'Nicolet', 'West Bend West', 'West Bend East', 'Grafton', 'Slinger', 'Cedarburg', 'Homestead', 'Whitefish Bay', 'Hartford', 'Nicolet', 'West Bend West', 'Milwaukee Vincent', 'Watertown']","['43-37', '64-11', '49-60', '39-53', '55-81', '42-83', '32-80', '44-59', '53-37', '71-63', '79-59', '63-85', '61-35', '53-45', '68-49', '54-58', '43-55', '50-67', '30-69', '54-57', '51-75', '60-45', '58-48', '2-0', '55-36']","['W 43-37', 'W 64-11', 'L 49-60', 'L 39-53', 'L 55-81', 'L 42-83', 'L 32-80', 'L 44-59', 'W 53-37', 'L 71-63', 'W 79-59', 'L 63-85', 'W 61-35', 'W 53-45', 'W 68-49', 'L 54-58', 'L 43-55', 'L 50-67', 'L 30-69', 'L 54-57', 'L 51-75', 'W 60-45', 'W 58-48', 'W 2-0', 'L 55-36']","['11/17/2022', '11/22/2022', '12/02/2022', '12/06/2022', '12/09/2022', '12/13/2022', '12/16/2022', '12/20/2022', '12/27/2022', '12/28/2022', '01/03/2023', '01/05/2023', '01/10/2023', '01/13/2023', '01/20/2023', '01/24/2023', '01/26/2023', '01/31/2023', '02/03/2023', '02/07/2023', '02/10/2023', '02/14/2023', '02/16/2023', '02/21/2023', '02/24/2023']"
Portage,730,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49146,"['Mauston', 'Beaver Dam', 'Waunakee', 'Adams-Friendship', 'Poynette', 'Watertown', 'DeForest', 'Sauk Prairie', 'Baraboo', 'Reedsburg', 'Wautoma', 'Milton', 'Oregon', 'Edgewood', 'Mount Horeb', 'Baraboo', 'Nekoosa', 'Lodi', 'Reedsburg', 'Horicon', 'Sauk Prairie', 'Monroe', 'Monroe', 'Baraboo']","['32-67', '8-83', '19-76', '16-72', '8-70', '19-65', '11-82', '18-85', '27-69', '10-89', '19-56', '22-67', '11-62', '9-65', '17-61', '24-61', '41-35', '21-70', '7-67', '28-61', '22-70', '26-37', '30-51', '70-29']","['L 32-67', 'L 8-83', 'L 19-76', 'L 16-72', 'L 8-70', 'L 19-65', 'L 11-82', 'L 18-85', 'L 27-69', 'L 10-89', 'L 19-56', 'L 22-67', 'L 11-62', 'L 9-65', 'L 17-61', 'L 24-61', 'W 41-35', 'L 21-70', 'L 7-67', 'L 28-61', 'L 22-70', 'L 26-37', 'L 30-51', 'L 70-29']","['11/15/2022', '11/17/2022', '11/22/2022', '11/28/2022', '11/29/2022', '12/03/2022', '12/06/2022', '12/16/2022', '12/20/2022', '01/06/2023', '01/10/2023', '01/14/2023', '01/17/2023', '01/23/2023', '01/24/2023', '01/26/2023', '01/30/2023', '01/31/2023', '02/02/2023', '02/04/2023', '02/07/2023', '02/13/2023', '02/16/2023', '02/21/2023']"
Pulaski,1161,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49147,"['West De Pere', 'New London', 'De Pere', 'Oshkosh West', 'Sheboygan South', 'Notre Dame', 'Green Bay Southwest', 'Sheboygan North', 'Luxemburg-Casco', 'Appleton North', 'Green Bay Preble', 'Bay Port', 'Manitowoc Lincoln', 'Ashwaubenon', 'De Pere', 'Sheboygan South', 'Notre Dame', 'Green Bay Southwest', 'Sheboygan North', 'Green Bay Preble', 'Bay Port', 'Manitowoc Lincoln', 'Ashwaubenon', 'Wausau West', 'Ashwaubenon']","['49-71', '37-48', '32-42', '43-67', '44-36', '19-75', '30-54', '39-52', '44-25', '34-47', '43-54', '25-59', '47-50', '45-48', '35-48', '36-23', '23-77', '41-54', '44-53', '32-50', '27-54', '44-37', '35-27', '27-50', '53-43']","['L 49-71', 'L 37-48', 'L 32-42', 'L 43-67', 'W 44-36', 'L 19-75', 'L 30-54', 'L 39-52', 'W 44-25', 'L 34-47', 'L 43-54', 'L 25-59', 'L 47-50', 'L 45-48', 'L 35-48', 'W 36-23', 'L 23-77', 'L 41-54', 'L 44-53', 'L 32-50', 'L 27-54', 'W 44-37', 'W 35-27', 'L 27-50', 'L 53-43']","['11/15/2022', '11/21/2022', '12/02/2022', '12/06/2022', '12/08/2022', '12/13/2022', '12/16/2022', '12/20/2022', '12/27/2022', '12/29/2022', '01/03/2023', '01/06/2023', '01/10/2023', '01/13/2023', '01/14/2023', '01/20/2023', '01/24/2023', '01/27/2023', '01/31/2023', '02/03/2023', '02/07/2023', '02/10/2023', '02/16/2023', '02/18/2023', '02/21/2023']"
Reedsburg,890,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49148,"['Watertown', 'DeForest', 'Tomah', 'Beaver Dam', 'Waunakee', 'Wisconsin Dells', 'Sauk Prairie', 'La Crosse Logan', 'La Crosse Central', 'Sparta', 'Wisconsin Rapids Lincoln', 'Portage', 'Richland Center', 'Sauk Prairie', 'Monona Grove', 'Mount Horeb', 'Monroe', 'Baraboo', 'Oregon', 'Edgewood', 'Portage', 'Dodgeville', 'Baraboo', 'Oregon', 'Baraboo', 'McFarland']","['37-57', '60-73', '48-37', '39-79', '70-52', '57-45', '41-35', '52-42', '50-48', '61-33', '69-44', '89-10', '70-37', '54-50', '67-54', '73-41', '88-38', '71-31', '55-51', '63-75', '67-7', '63-36', '68-57', '41-58', '52-44', '69-47']","['L 37-57', 'L 60-73', 'W 48-37', 'L 39-79', 'W 70-52', 'W 57-45', 'W 41-35', 'W 52-42', 'W 50-48', 'W 61-33', 'W 69-44', 'W 89-10', 'W 70-37', 'W 54-50 (1OT)', 'W 67-54', 'W 73-41', 'W 88-38', 'W 71-31', 'W 55-51 (1OT)', 'L 63-75', 'W 67-7', 'W 63-36', 'W 68-57', 'L 41-58', 'W 52-44', 'L 69-47']","['11/17/2022', '11/22/2022', '11/26/2022', '12/01/2022', '12/06/2022', '12/08/2022', '12/10/2022', '12/20/2022', '12/28/2022', '12/29/2022', '01/03/2023', '01/06/2023', '01/10/2023', '01/12/2023', '01/14/2023', '01/17/2023', '01/19/2023', '01/21/2023', '01/24/2023', '01/30/2023', '02/02/2023', '02/04/2023', '02/07/2023', '02/18/2023', '02/24/2023', '02/25/2023']"
Rhinelander,768,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49149,"['Crandon', 'Rice Lake', 'Ashland', 'D.C. Everest', 'Holmen', 'Tomahawk', 'Northland Pines', 'Shawano', 'Mosinee', 'Merrill', 'Lakeland', 'Assumption', 'Antigo', 'Tomahawk', 'Wisconsin Rapids Lincoln', 'Three Lakes', 'Wausau East', 'Medford', 'Northland Pines', 'Mosinee', 'Medford', 'Lakeland', 'Stevens Point Area Senior High']","['35-75', '73-82', '70-58', '49-47', '37-51', '68-41', '77-36', '54-62', '50-59', '59-67', '48-77', '33-60', '49-52', '60-16', '54-63', '55-64', '62-56', '61-54', '65-46', '56-67', '63-52', '27-74', '55-79']","['L 35-75', 'L 73-82 (1OT)', 'W 70-58', 'W 49-47', 'L 37-51', 'W 68-41', 'W 77-36', 'L 54-62', 'L 50-59', 'L 59-67', 'L 48-77', 'L 33-60', 'L 49-52', 'W 60-16', 'L 54-63', 'L 55-64', 'W 62-56', 'W 61-54', 'W 65-46', 'L 56-67', 'W 63-52', 'L 27-74', 'L 55-79']","['11/17/2022', '11/21/2022', '11/22/2022', '11/25/2022', '11/26/2022', '11/29/2022', '12/09/2022', '12/13/2022', '12/16/2022', '12/20/2022', '01/06/2023', '01/09/2023', '01/10/2023', '01/13/2023', '01/17/2023', '01/20/2023', '01/26/2023', '01/30/2023', '01/31/2023', '02/03/2023', '02/07/2023', '02/10/2023', '02/14/2023']"
Rice Lake,711,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49150,"['Rhinelander', 'Chippewa Falls', 'Menomonie', 'Eau Claire Memorial', 'River Falls', 'Eau Claire North', 'Hayward', 'Holmen', 'Hudson', 'Amery', 'New Richmond', 'Northwestern', 'Superior', 'Eau Claire North', 'Medford', 'Menomonie', 'Baldwin-Woodville', 'Chippewa Falls', 'Eau Claire Memorial', 'Hudson', 'River Falls', 'Onalaska', 'New Richmond', 'Onalaska', 'Tomah']","['82-73', '64-42', '44-50', '48-65', '65-53', '58-65', '45-42', '50-61', '47-53', '65-57', '56-68', '62-76', '56-79', '63-51', '45-24', '44-67', '47-49', '50-35', '55-75', '59-71', '61-72', '32-39', '61-52', '62-50', '54-43']","['W 82-73 (1OT)', 'W 64-42', 'L 44-50', 'L 48-65', 'W 65-53', 'L 58-65 (1OT)', 'W 45-42', 'L 50-61', 'L 47-53', 'W 65-57', 'L 56-68', 'L 62-76', 'L 56-79', 'W 63-51', 'W 45-24', 'L 44-67', 'L 47-49', 'W 50-35', 'L 55-75', 'L 59-71', 'L 61-72', 'L 32-39', 'W 61-52', 'W 62-50', 'L 54-43']","['11/21/2022', '12/02/2022', '12/05/2022', '12/09/2022', '12/13/2022', '12/20/2022', '12/29/2022', '12/30/2022', '01/06/2023', '01/10/2023', '01/12/2023', '01/16/2023', '01/17/2023', '01/20/2023', '01/24/2023', '01/26/2023', '01/28/2023', '01/31/2023', '02/03/2023', '02/07/2023', '02/09/2023', '02/13/2023', '02/17/2023', '02/24/2023', '02/25/2023']"
River Falls,1101,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49151,"['Ellsworth', 'Holmen', 'Somerset', 'New Richmond', 'Hudson', 'Rice Lake', 'Baldwin-Woodville', 'Chippewa Falls', 'Eau Claire North', 'Woodbury, MN', 'Menomonie', 'Osceola', 'Chippewa Falls', 'La Crosse Central', 'Eau Claire Memorial', 'New Richmond', 'Hudson', 'Rice Lake', 'Eau Claire North', 'Prescott', 'Eau Claire Memorial', 'Menomonie', 'La Crosse Central']","['40-41', '40-32', '40-57', '42-64', '45-67', '53-65', '47-38', '58-46', '43-49', '54-55', '45-57', '55-51', '51-41', '47-42', '54-65', '56-62', '38-63', '72-61', '58-52', '61-63', '54-49', '33-66', '60-48']","['L 40-41', 'W 40-32', 'L 40-57', 'L 42-64', 'L 45-67', 'L 53-65', 'W 47-38', 'W 58-46', 'L 43-49', 'L 54-55', 'L 45-57', 'W 55-51', 'W 51-41', 'W 47-42', 'L 54-65', 'L 56-62', 'L 38-63', 'W 72-61', 'W 58-52', 'L 61-63', 'W 54-49', 'L 33-66', 'L 60-48']","['11/15/2022', '11/22/2022', '12/01/2022', '12/02/2022', '12/09/2022', '12/13/2022', '12/16/2022', '12/20/2022', '01/06/2023', '01/09/2023', '01/13/2023', '01/17/2023', '01/20/2023', '01/24/2023', '01/27/2023', '01/31/2023', '02/04/2023', '02/09/2023', '02/11/2023', '02/13/2023', '02/14/2023', '02/17/2023', '02/24/2023']"
Saint Anthony,489,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49152,"['Saint Francis', 'Saint Joan Antida/Tenor/Veritas', 'Faith Christian (Wms Bay)', 'St. Augustine Prep', 'Cristo Rey Jesuit', 'Salam', 'Hmong American Peace', 'University Lake School Co-op', 'Kenosha Christian Life', 'Saint Joan Antida/Tenor/Veritas', 'Faith Christian (Wms Bay)', 'Cristo Rey Jesuit', 'St. Augustine Prep', 'Chesterton Academy', 'Salam', 'Hmong American Peace', 'University Lake School Co-op', 'Abundant Life Christian/St. Ambrose', 'Jefferson']","['13-52', '31-30', '24-50', '21-68', '12-33', '31-64', '35-14', '17-33', '16-52', '43-54', '21-48', '27-41', '15-56', '28-43', '24-59', '39-22', '27-60', '19-63', '89-25']","['L 13-52', 'W 31-30', 'L 24-50', 'L 21-68', 'L 12-33', 'L 31-64', 'W 35-14', 'L 17-33', 'L 16-52', 'L 43-54', 'L 21-48', 'L 27-41', 'L 15-56', 'L 28-43', 'L 24-59', 'W 39-22', 'L 27-60', 'L 19-63', 'L 89-25']","['11/22/2022', '11/29/2022', '12/01/2022', '12/08/2022', '12/13/2022', '12/15/2022', '12/31/2022', '01/12/2023', '01/14/2023', '01/17/2023', '01/19/2023', '01/24/2023', '01/26/2023', '01/30/2023', '02/02/2023', '02/07/2023', '02/14/2023', '02/17/2023', '02/21/2023']"
Sauk Prairie,886,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49153,"['Waunakee', 'Watertown', 'Dodgeville', 'DeForest', 'Beaver Dam', 'Reedsburg', 'Portage', 'Wisconsin Dells', 'Sparta', 'La Crosse Central', 'Lodi', 'Baraboo', 'Reedsburg', 'Stoughton', 'Edgewood', 'Mount Horeb', 'Monroe', 'Oregon', 'Richland Center', 'River Valley', 'Portage', 'Baraboo', 'Lake Mills', 'Edgewood', 'DeForest']","['43-50', '32-47', '49-36', '54-59', '34-54', '35-41', '85-18', '56-53', '55-27', '60-41', '54-45', '77-44', '50-54', '47-57', '50-38', '60-58', '59-35', '51-40', '57-32', '67-26', '70-22', '61-26', '57-59', '49-43', '57-54']","['L 43-50', 'L 32-47', 'W 49-36', 'L 54-59', 'L 34-54', 'L 35-41', 'W 85-18', 'W 56-53', 'W 55-27', 'W 60-41', 'W 54-45', 'W 77-44', 'L 50-54 (1OT)', 'L 47-57', 'W 50-38', 'W 60-58 (1OT)', 'W 59-35', 'W 51-40', 'W 57-32', 'W 67-26', 'W 70-22', 'W 61-26', 'L 57-59', 'W 49-43', 'L 57-54']","['11/18/2022', '11/22/2022', '11/29/2022', '12/03/2022', '12/06/2022', '12/10/2022', '12/16/2022', '12/20/2022', '12/28/2022', '12/29/2022', '01/03/2023', '01/05/2023', '01/12/2023', '01/14/2023', '01/17/2023', '01/19/2023', '01/24/2023', '01/28/2023', '01/31/2023', '02/03/2023', '02/07/2023', '02/10/2023', '02/13/2023', '02/17/2023', '02/24/2023']"
Seymour,686,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49154,"['Fox Valley Lutheran', 'Appleton North', 'Wrightstown', 'Green Bay Southwest', 'Xavier', 'New London', 'Menasha', 'Southern Door', 'Green Bay East', 'West De Pere', 'Waunakee', 'Sun Prairie East', 'Shawano', 'Clintonville', 'Little Chute', 'Xavier', 'New London', 'Winnebago Lutheran', 'Menasha', 'West De Pere', 'Green Bay East', 'Shawano', 'Antigo']","['37-49', '35-45', '34-47', '33-59', '33-57', '36-49', '41-46', '55-44', '61-38', '39-65', '37-68', '28-57', '28-36', '46-29', '49-17', '22-48', '33-50', '41-59', '13-48', '39-72', '74-38', '40-70', '35-45']","['L 37-49', 'L 35-45', 'L 34-47', 'L 33-59', 'L 33-57', 'L 36-49', 'L 41-46', 'W 55-44', 'W 61-38', 'L 39-65', 'L 37-68', 'L 28-57', 'L 28-36', 'W 46-29', 'W 49-17', 'L 22-48', 'L 33-50', 'L 41-59', 'L 13-48', 'L 39-72', 'W 74-38', 'L 40-70', 'L 35-45']","['11/17/2022', '11/18/2022', '11/25/2022', '11/29/2022', '12/02/2022', '12/06/2022', '12/09/2022', '12/12/2022', '12/16/2022', '12/20/2022', '12/27/2022', '12/28/2022', '01/05/2023', '01/09/2023', '01/10/2023', '01/17/2023', '01/20/2023', '01/23/2023', '01/26/2023', '01/31/2023', '02/03/2023', '02/10/2023', '02/13/2023']"
Shawano,805,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49155,"['Wausau East', 'Merrill', 'Lakeland', 'Clintonville', 'Ashwaubenon', 'Menasha', 'Marinette', 'West De Pere', 'Rhinelander', 'Green Bay East', 'Oconto Falls', 'Seymour', 'Xavier', 'New London', 'Menasha', 'West De Pere', 'Antigo', 'Pacelli', 'New London', 'Green Bay East', 'Seymour', 'Oshkosh North', 'Xavier', 'Mosinee']","['53-37', '51-64', '31-71', '59-38', '41-46', '40-60', '43-54', '32-66', '62-54', '58-22', '34-11', '36-28', '62-67', '51-56', '31-62', '59-38', '70-71', '52-40', '50-63', '68-27', '70-40', '44-53', '63-47', '60-59']","['W 53-37', 'L 51-64', 'L 31-71', 'W 59-38', 'L 41-46', 'L 40-60', 'L 43-54', 'L 32-66', 'W 62-54', 'W 58-22', 'W 34-11', 'W 36-28', 'L 62-67 (2OT)', 'L 51-56', 'L 31-62', 'W 59-38', 'L 70-71 (1OT)', 'W 52-40', 'L 50-63', 'W 68-27', 'W 70-40', 'L 44-53', 'W 63-47', 'L 60-59']","['11/15/2022', '11/17/2022', '11/22/2022', '11/26/2022', '11/29/2022', '12/01/2022', '12/03/2022', '12/06/2022', '12/13/2022', '12/20/2022', '12/27/2022', '01/05/2023', '01/10/2023', '01/14/2023', '01/17/2023', '01/20/2023', '01/23/2023', '01/31/2023', '02/03/2023', '02/07/2023', '02/10/2023', '02/14/2023', '02/16/2023', '02/24/2023']"
Shorewood,663,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49156,"['Racine Case', 'Nicolet', 'Wauwatosa East', 'Milwaukee School of Languages', 'South Milwaukee', 'Greenfield', 'Wisconsin Lutheran', 'Milwaukee Academy of Science', 'Mukwonago', 'Appleton East', 'Milwaukee Lutheran', 'Whitnall', 'Racine Park', 'Waukesha North', 'Brown Deer', 'Brookfield East', 'Milwaukee Riverside', 'South Milwaukee', 'Greenfield', 'Wisconsin Lutheran', 'Milwaukee Lutheran', 'Whitnall', 'Brown Deer', 'Pius XI Catholic', 'Whitefish Bay', 'Pius XI Catholic']","['93-52', '89-53', '56-75', '80-38', '60-32', '69-62', '58-63', '54-59', '53-33', '57-50', '44-28', '67-70', '67-14', '73-26', '67-40', '43-63', '60-12', '74-36', '50-54', '65-50', '69-49', '72-55', '81-57', '57-72', '66-57', '69-45']","['W 93-52', 'W 89-53', 'L 56-75', 'W 80-38', 'W 60-32', 'W 69-62', 'L 58-63', 'L 54-59', 'W 53-33', 'W 57-50', 'W 44-28', 'L 67-70', 'W 67-14', 'W 73-26', 'W 67-40', 'L 43-63', 'W 60-12', 'W 74-36', 'L 50-54', 'W 65-50', 'W 69-49', 'W 72-55', 'W 81-57', 'L 57-72', 'W 66-57', 'L 69-45']","['11/18/2022', '11/19/2022', '11/22/2022', '11/29/2022', '12/02/2022', '12/08/2022', '12/16/2022', '12/19/2022', '12/28/2022', '12/29/2022', '01/03/2023', '01/06/2023', '01/07/2023', '01/12/2023', '01/13/2023', '01/16/2023', '01/19/2023', '01/24/2023', '01/27/2023', '01/31/2023', '02/03/2023', '02/07/2023', '02/09/2023', '02/15/2023', '02/24/2023', '02/25/2023']"
